bast  Bifidobacterium asteroides
btp   Bifidobacterium thermophilum
bcor  Bifidobacterium coryneforme
bka   Bifidobacterium kashiwanohense PV20-2
bks   Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
bcat  Bifidobacterium catenulatum
bpsp  Bifidobacterium pseudolongum
bii   Bifidobacterium indicum
bang  Bifidobacterium angulatum
bpsc  Bifidobacterium pseudocatenulatum
bsca  Bifidobacterium scardovii
bact  Bifidobacterium actinocoloniiforme
bcho  Bifidobacterium choerinum
bgx   Bifidobacterium pullorum subsp. gallinarum
blem  Bifidobacterium lemurum
beu   Bifidobacterium eulemuris
bsue  Bifidobacterium subtile
gvg   Gardnerella vaginalis ATCC 14019
gva   Gardnerella vaginalis 409-05
gvh   Gardnerella vaginalis HMP9231
gpt   Gardnerella piotii
gsw   Gardnerella swidsinskii
sij   Scardovia inopinata
pdo   Parascardovia denticolens
aey   Actinopolyspora erythraea
plan  Candidatus Planktophila lacus
plak  Candidatus Planktophila dulcis
plim  Candidatus Planktophila limnetica
psuf  Candidatus Planktophila sulfonica
pvs   Candidatus Planktophila versatilis
pvn   Candidatus Planktophila vernalis
abam  Candidatus Nanopelagicus limnes
nhi   Candidatus Nanopelagicus hibericus
nab   Candidatus Nanopelagicus abundans
eke   Epidermidibacterium keratini
jtl   Jatrophihabitans telluris
abai  Actinobacteria bacterium
rxy   Rubrobacter xylanophilus
rrd   Rubrobacter radiotolerans
rub   Rubrobacter tropicus
rmar  Rubrobacter marinus
bsol  Baekduia soli
cwo   Conexibacter woesei
parn  Paraconexibacter sp. 02-257
sbae  Capillimicrobium parvum
afo   Acidimicrobium ferrooxidans
aym   Ilumatobacter coccineus
atq   Actinomarinicola tropica
aqz   Aquihabitans sp. G128
iam   Iamia sp. SCSIO 61187
ccu   Cryptobacterium curtum
shi   Slackia heliotrinireducens
ele   Eggerthella lenta
eyy   Eggerthella sp. YY7918
egd   Eggerthella guodeyinii
gpa   Gordonibacter pamelaeae
aeq   Adlercreutzia equolifaciens
ahat  Adlercreutzia hattorii
ddt   Denitrobacterium detoxificans
cbac  Berryella intestinalis
rts   Raoultibacter timonensis
ebz   Xiamenia xianingshaonis
apv   Atopobium parvulum
ols   Olsenella uli
olo   Olsenella sp. oral taxon 807
pcat  Parolsenella catena
atb   Atopobium sp. oral taxon 416
tio   Thermophilibacter immobilis
lcal  Leptogranulimonas caecicola
cgo   Coriobacterium glomerans
caer  Collinsella aerofaciens
cstc  Collinsella stercoris
erz   Egibacter rhizosphaerae
euz   Euzebya pacifica
syn   Synechocystis sp. PCC 6803
syz   Synechocystis sp. PCC 6803
syy   Synechocystis sp. PCC 6803 GT-S
syt   Synechocystis sp. PCC 6803 GT-I
sys   Synechocystis sp. PCC 6803 PCC-N
syq   Synechocystis sp. PCC 6803 PCC-P
syj   Synechocystis sp. PCC 6714
syo   Synechocystis sp. IPPAS B-1465
syc   Synechococcus elongatus PCC6301
syu   Synechococcus elongatus UTEX 2973
syf   Synechococcus elongatus PCC7942
syd   Synechococcus sp. CC9605
sye   Synechococcus sp. CC9902
syg   Synechococcus sp. CC9311
syr   Synechococcus sp. RCC307
syx   Synechococcus sp. WH 7803
syp   Synechococcus sp. PCC7002
cya   Synechococcus sp. JA-3-3Ab
cyb   Synechococcus sp. JA-2-3Ba(2-13)
syne  Synechococcus sp. PCC 6312
synp  Synechococcus sp. PCC 7502
synk  Synechococcus sp. KORDI-100
synr  Synechococcus sp. KORDI-49
synd  Synechococcus sp. KORDI-52
syh   Synechococcus sp. WH 8109
synw  Synechococcus sp. WH 8103
syv   Synechococcus sp. PCC 73109
syl   Synechococcus sp. PCC 7003
sync  Synechococcus sp. CB0101
syny  Synechococcus sp. SynAce01
dsl   Dactylococcopsis salina
syw   Parasynechococcus marenigrum
cgc   Cyanobium gracile
cyi   Cyanobium sp. NIES-981
pma   Prochlorococcus marinus subsp. marinus CCMP1375
pmm   Prochlorococcus marinus subsp. pastoris CCMP1986
pmt   Prochlorococcus marinus MIT 9313
pmn   Prochlorococcus marinus NATL2A
pmi   Prochlorococcus marinus MIT 9312
pmb   Prochlorococcus marinus AS9601
pmc   Prochlorococcus marinus MIT 9515
pmf   Prochlorococcus marinus MIT 9303
pmg   Prochlorococcus marinus MIT 9301
pmh   Prochlorococcus marinus MIT 9215
pmj   Prochlorococcus marinus MIT 9211
pme   Prochlorococcus marinus NATL1A
prc   Prochlorococcus sp. MIT 0604
prm   Prochlorococcus sp. MIT 0801
cmp   Chamaesiphon minutus
amr   Acaryochloris marina
wna   Woronichinia naegeliana
tvn   Thermostichus vulcanus
slw   Thermostichus lividus
tel   Thermosynechococcus vestitus
thn   Thermosynechococcus sp. NK55
thec  Thermosynechococcus sp. CL-1
lep   Leptolyngbya sp. PCC 7376
len   Leptolyngbya sp. NIES-3755
let   Leptolyngbya sp. O-77
lbo   Leptolyngbya boryana
kov   Kovacikia minuta
lsc   Leptodesmis sichuanensis
lsk   Leptothermofonsia sichuanensis
hhg   Halomicronema hongdechloris
pseu  Pseudanabaena sp. PCC 7367
pser  Pseudanabaena sp. ABRG5-3
theu  Thermoleptolyngbya sichuanensis
glp   Gloeocapsa sp. PCC 7428
gen   Geminocystis sp. NIES-3709
gee   Geminocystis sp. NIES-3708
chon  Chondrocystis sp. NIES-4102
mar   Microcystis aeruginosa
mpk   Microcystis panniformis
miq   Microcystis sp. MC19
mvz   Microcystis viridis
can   Cyanobacterium aponinum
csn   Cyanobacterium stanieri
cyl   Cyanobacterium sp. HL-69
hao   Halothece sp. PCC 7418
enn   Euhalothece natronophila
cyu   Candidatus Atelocyanobacterium thalassa
cyt   Crocosphaera subtropica
cwa   Crocosphaera watsonii
cyp   Rippkaea orientalis PCC 8801
cyh   Rippkaea orientalis PCC 8802
cyc   Gloeothece citriformis
cyj   Gloeothece verrucosa
cyn   Cyanothece sp. PCC 7425
ter   Trichodesmium erythraeum
arp   Arthrospira platensis
pagh  Planktothrix agardhii
ppsu  Planktothrix pseudagardhii
oxy   Oxynema aestuarii
mvag  Microcoleus vaginatus
lfs   Limnospira fusiformis
mic   Allocoleopsis franciscana
gei   Geitlerinema sp. PCC 7407
oac   Oscillatoria acuminata
oni   Oscillatoria nigro-viridis
mpro  Moorea producens
phor  Phormidium sp. PBR-2020
pyh   Phormidium yuhuli
cep   Crinalium epipsammum
gvi   Gloeobacter violaceus
glj   Gloeobacter kilaueensis
gml   Gloeobacter morelensis
ana   Nostoc sp. PCC 7120
npu   Nostoc punctiforme
nos   Nostoc sp. PCC 7107
nop   Nostoc sp. PCC 7524
non   Nostoc sp. NIES-3756
nfl   Nostoc flagelliforme
noe   Nostoc sp. CENA543
nsh   Nostoc sphaeroides
ned   Nostoc edaphicum
ava   Trichormus variabilis
naz   Nostoc azollae 0708
anb   Anabaena sp. 90
acy   Anabaena cylindrica
awa   Anabaena sp. WA102
ann   Anabaena sp. YBS01
csg   Cylindrospermum stagnale
rsin  Richelia sinica
calo  Calothrix sp. PCC 7507
calt  Calothrix sp. PCC 6303
calh  Calothrix sp. 336/3
caln  Calothrix sp. NIES-2098
riv   Rivularia sp. PCC 7116
fis   Fischerella sp. NIES-3754
nsp   Nodularia spumigena
nsph  Nodularia sphaerocarpa
dou   Dolichospermum sp. UHCC 0315A
dfs   Dolichospermum flos-aquae
dht   Dolichospermum heterosporum
ccur  Cylindrospermopsis curvispora
crk   Cylindrospermopsis raciborskii
aflo  Aphanizomenon flos-aquae
toq   Tolypothrix sp. PCC 7910
ncn   Nostocales cyanobacterium HT-58-2
cthe  Chroococcidiopsis thermalis
plp   Pleurocapsa sp. PCC 7327
scs   Stanieria cyanosphaera
stan  Stanieria sp. NIES-3757
ceo   Cyanobacterium endosymbiont of Epithemia turgida
cer   Cyanobacterium endosymbiont of Rhopalodia gibberula
mbf   Candidatus Melainabacteria bacterium MEL.A1
det   Dehalococcoides mccartyi 195
deh   Dehalococcoides mccartyi CBDB1
deb   Dehalococcoides mccartyi BAV1
dev   Dehalococcoides mccartyi VS
deg   Dehalococcoides mccartyi GT
dmc   Dehalococcoides mccartyi BTF08
dmd   Dehalococcoides mccartyi DCMB5
dmg   Dehalococcoides mccartyi GY50
dmx   Dehalococcoides mccartyi CG1
dmy   Dehalococcoides mccartyi CG4
dmz   Dehalococcoides mccartyi CG5
duc   Dehalococcoides sp. UCH007
dly   Dehalogenimonas lykanthroporepellens
dew   Dehalogenimonas sp. WBC-2
dfo   Dehalogenimonas formicexedens
deth  Candidatus Dehalogenimonas etheniformans
rrs   Roseiflexus sp. RS-1
rca   Roseiflexus castenholzii
cau   Chloroflexus aurantiacus
chl   Chloroflexus aurantiacus Y-400-fl
cag   Chloroflexus aggregans
hau   Herpetosiphon aurantiacus
tro   Thermomicrobium roseum
sti   Sphaerobacter thermophilus
atm   Anaerolinea thermophila
abat  Brevefilum fermentans
psub  Pelolinea submarina
lek   Leptolinea sp. HRD-7
abao  Anaerolineaceae bacterium oral taxon 439
cap   Caldilinea aerophila
pbf   Candidatus Promineofilum breve
kbs   Ktedonobacterales bacterium SCAWS-G2
tbh   Tepidiforma bonchosmolovskayae
thug  Thermoflexus hugenholtzii
ttr   Thermobaculum terrenum
pmet  Phototrophicus methaneseepsis
dra   Deinococcus radiodurans
dge   Deinococcus geothermalis
ddr   Deinococcus deserti
dmr   Deinococcus maricopensis
dpt   Deinococcus proteolyticus
dgo   Deinococcus gobiensis
dpd   Deinococcus peraridilitoris
dsw   Deinococcus radiopugnans
dch   Deinococcus soli
dab   Deinococcus actinosclerus
dpu   Deinococcus puniceus
dez   Deinococcus irradiatisoli
dwu   Deinococcus wulumuqiensis
dfc   Deinococcus ficus
dein  Deinococcus sp. AJ005
dga   Deinococcus grandis
dph   Deinococcus psychrotolerans
drd   Deinococcus radiophilus
drb   Deinococcus rubellus
tra   Truepera radiovictrix
tth   Thermus thermophilus HB27
ttj   Thermus thermophilus HB8
tts   Thermus thermophilus SG0.5JP17-16
ttl   Thermus thermophilus JL-18
tsc   Thermus scotoductus
thc   Thermus sp. CCB_US3_UF1
tos   Thermus oshimai
taq   Thermus aquaticus
tpar  Thermus parvatiensis
tbc   Thermus brockianus
tant  Thermus antranikianii
mrb   Meiothermus ruber DSM 1279
mre   Meiothermus ruber DSM 1279
msv   Meiothermus silvanus
mtai  Meiothermus taiwanensis
opr   Oceanithermus profundus
mhd   Marinithermus hydrothermalis
ccz   Chthonomonas calidirosea
fgi   Fimbriimonas ginsengisoli
npy   Candidatus Nitrosymbiomonas proteolyticus
ctr   Chlamydia trachomatis D/UW-3/CX
ctd   Chlamydia trachomatis D-EC
ctf   Chlamydia trachomatis D-LC
ctrd  Chlamydia trachomatis D/SotonD1
ctro  Chlamydia trachomatis D/SotonD5
ctrt  Chlamydia trachomatis D/SotonD6
cta   Chlamydia trachomatis A/HAR-13
cty   Chlamydia trachomatis A2497
cra   Chlamydia trachomatis A2497
ctrq  Chlamydia trachomatis A/363
ctrx  Chlamydia trachomatis A/5291
ctrz  Chlamydia trachomatis A/7249
ctrp  Chlamydia trachomatis L1/1322/p2
ctlj  Chlamydia trachomatis L1/115
ctlx  Chlamydia trachomatis L1/224
ctll  Chlamydia trachomatis L1/440/LN
ctb   Chlamydia trachomatis 434/Bu
ctrr  Chlamydia trachomatis L2/25667R
ctlf  Chlamydia trachomatis L2/434/Bu(f)
ctli  Chlamydia trachomatis L2/434/Bu(i)
ctl   Chlamydia trachomatis L2b/UCH-1/proctitis
ctru  Chlamydia trachomatis L2b/UCH-2
ctrl  Chlamydia trachomatis L2b/LST
ctrv  Chlamydia trachomatis L2b/CV204
ctrm  Chlamydia trachomatis L2b/Ams1
ctla  Chlamydia trachomatis L2b/Ams2
ctlm  Chlamydia trachomatis L2b/Ams3
ctls  Chlamydia trachomatis L2b/Ams4
ctlz  Chlamydia trachomatis L2b/Ams5
ctlc  Chlamydia trachomatis L2b/Canada1
ctln  Chlamydia trachomatis L2b/Canada2
ctlb  Chlamydia trachomatis L2b/795
ctlq  Chlamydia trachomatis L2b/8200/07
cto   Chlamydia trachomatis L2c
ctrn  Chlamydia trachomatis L3/404/LN
ctj   Chlamydia trachomatis B/Jali20/OT
ctz   Chlamydia trachomatis B/TZ1A828/OT
ctg   Chlamydia trachomatis E/11023
ctk   Chlamydia trachomatis E/150
csw   Chlamydia trachomatis Sweden2
ces   Chlamydia trachomatis E/SW3
ctrb  Chlamydia trachomatis E/Bour
ctre  Chlamydia trachomatis E/SotonE4
ctrs  Chlamydia trachomatis E/SotonE8
ctec  Chlamydia trachomatis E/C599
cfs   Chlamydia trachomatis F/SW4
cfw   Chlamydia trachomatis F/SW5
ctfw  Chlamydia trachomatis F/SWFPminus
ctrf  Chlamydia trachomatis F/SotonF3
ctch  Chlamydia trachomatis F/11-96
ctn   Chlamydia trachomatis G/11074
ctq   Chlamydia trachomatis G/11222
ctv   Chlamydia trachomatis G/9301
ctw   Chlamydia trachomatis G/9768
ctrg  Chlamydia trachomatis G/SotonG1
ctri  Chlamydia trachomatis IU824
ctra  Chlamydia trachomatis IU888
ctrh  Chlamydia trachomatis Ia/SotonIa1
ctrj  Chlamydia trachomatis Ia/SotonIa3
ctrk  Chlamydia trachomatis K/SotonK1
ctjt  Chlamydia trachomatis J/6276tet1
ctcf  Chlamydia trachomatis RC-F/69
ctfs  Chlamydia trachomatis RC-F(s)/342
cthf  Chlamydia trachomatis RC-F(s)/852
ctcj  Chlamydia trachomatis RC-J/943
cthj  Chlamydia trachomatis RC-J/953
ctmj  Chlamydia trachomatis RC-J/966
cttj  Chlamydia trachomatis RC-J/971
ctjs  Chlamydia trachomatis RC-J(s)/122
ctrc  Chlamydia trachomatis RC-L2/55
ctrw  Chlamydia trachomatis RC-L2(s)/3
ctry  Chlamydia trachomatis RC-L2(s)/46
ctct  Chlamydia trachomatis C/TW-3
cmu   Chlamydia muridarum Nigg
cmur  Chlamydia muridarum Nigg CM972
cmn   Chlamydia muridarum Nigg 2 MCR
cmm   Chlamydia muridarum Nigg3 clone G0.1.1
cmg   Chlamydia muridarum Nigg3 clone G28.38.1
cmx   Chlamydia muridarum Nigg3
cmz   Chlamydia muridarum Nigg3 CMUT3-5
cpn   Chlamydia pneumoniae CWL029
cpa   Chlamydia pneumoniae AR39
cpj   Chlamydia pneumoniae J138
cpt   Chlamydia pneumoniae TW-183
clp   Chlamydia pneumoniae LPCoLN
cpm   Chlamydia pecorum E58
cpec  Chlamydia pecorum P787
cpeo  Chlamydia pecorum PV3056/3
cper  Chlamydia pecorum W73
chp   Chlamydia psittaci 6BC
chb   Chlamydia psittaci 6BC
chs   Chlamydia psittaci 01DC11
chi   Chlamydia psittaci 02DC15
cht   Chlamydia psittaci 08DC60
chc   Chlamydia psittaci C19/98
chr   Chlamydia psittaci RD1
cpsc  Chlamydia psittaci CP3
cpsn  Chlamydia psittaci NJ1
cpsb  Chlamydia psittaci 84/55
cpsg  Chlamydia psittaci GR9
cpsm  Chlamydia psittaci M56
cpsi  Chlamydia psittaci MN
cpsv  Chlamydia psittaci VS225
cpsw  Chlamydia psittaci WC
cpst  Chlamydia psittaci WS/RT/E30
cpsd  Chlamydia psittaci 01DC12
cpsa  Chlamydia psittaci Mat116
cav   Chlamydia avium
cca   Chlamydia caviae
cab   Chlamydia abortus S26/3
cabo  Chlamydia abortus AB7
cfe   Chlamydia felis Fe/C-56
cgz   Chlamydia gallinacea
chla  Chlamydia poikilotherma
csui  Chlamydia suis
cbue  Chlamydia buteonis
csee  Chlamydia serpentis
pcu   Candidatus Protochlamydia amoebophila
pnl   Candidatus Protochlamydia naegleriophila
puv   Parachlamydia acanthamoebae
ney   Neochlamydia sp. S13
wch   Waddlia chondrophila
sng   Simkania negevensis
rhaw  Candidatus Rhabdochlamydia oedothoracis
rpor  Candidatus Rhabdochlamydia porcellionis
ote   Opitutus terrae
obg   Lacunisphaera limnophila
vbh   Nibricoccus aquaticus HZ-65
ole   Horticoccus luteus
obt   Opitutaceae bacterium TAV5
caa   Coraliomargarita akajimensis
rufi  Ruficoccus sp. ZRK36
amu   Akkermansia muciniphila
agl   Akkermansia glycaniphila
roo   Roseimicrobium sp. ORNL1
luo   Luteolibacter luteus
lamb  Luteolibacter ambystomatis
soa   Sulfuriroseicoccus oceanibius
xii   Candidatus Xiphinematobacter sp. Idaho Grape
min   Methylacidiphilum infernorum
mkc   Methylacidiphilum kamchatkense
meap  Methylacidimicrobium sp. AP8
psup  Candidatus Pinguicoccus supinus
vba   Verrucomicrobia bacterium IMCC26134
vbs   Verrucomicrobia bacterium S94
rba   Rhodopirellula baltica
psl   Pirellula staleyi
pir   Pirellula sp. SH-Sr6A
rul   Roseimaritima ulvae
rml   Roseimaritima multifibrata
mff   Mariniblastus fucicola
rol   Rosistilla oblonga
ahel  Aureliella helgolandensis
lcre  Lignipirellula cremea
aagg  Anatilimnocola aggregata
bvo   Bremerella volcania
rlc   Rubripirellula lacrimiformis
ttf   Thermogutta terrifontis
lpav  Lacipirellula parvula
amuc  Aeoliella mucimassa
pnd   Pirellulimonas nuda
amob  Adhaeretor mobilis
plm   Planctopirus limnophila
peh   Planctopirus ephydatiae
pbs   Rubinisphaera brasiliensis
pls   Planctomyces sp. SH-PL14
plh   Planctomyces sp. SH-PL62
fmr   Fuerstiella marisgermanici
gmr   Gimesia maris
gim   Gimesia benthica
gpn   Gimesia panareensis
mri   Maioricimonas rarisocia
sdyn  Symmachiella dynata
plon  Polystyrenella longa
ges   Gemmata sp. SH-PL17
gog   Gemmata obscuriglobus
gms   Gemmata massiliana
tim   Tuwongella immobilis
lrs   Limnoglobus roseus
ftj   Frigoriglobus tundricola
uli   Urbifossiella limnaea
tsph  Telmatocola sphagniphila
ipa   Isosphaera pallida
saci  Singulisphaera acidiphila
pbor  Paludisphaera borealis
agv   Aquisphaera giovannonii
kst   Candidatus Kuenenia stuttgartiensis
broc  Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
bpit  Candidatus Brocadia pituitae
jet   Candidatus Jettenia sp.
phm   Phycisphaera mikurensis
pcor  Poriferisphaera corsica
mcad  Mucisphaera calidilacus
pbu   Sedimentisphaera cyanobacteriorum L21-RPul-D3
pbp   Sedimentisphaera salicampi
pbas  Limihaloglobus sulfuriphilus
alus  Anaerohalosphaera lusitana
hbs   Humisphaera borealis
uam   Candidatus Uabimicrobium amorphum
vbl   Kiritimatiella glycovorans
taer  Tichowtungia aerotolerans
vbc   Victivallales bacterium CCUG 44730
vai   Candidatus Velamenicoccus archaeovorus
bbu   Borreliella burgdorferi B31
bbz   Borreliella burgdorferi ZS7
bbn   Borreliella burgdorferi N40
bbj   Borreliella burgdorferi JD1
bbur  Borreliella burgdorferi CA382
bga   Borrelia garinii subsp. bavariensis
bgb   Borreliella garinii BgVir
bgn   Borreliella garinii NMJW1
bgs   Borreliella garinii SZ
bgc   Borreliella garinii CIP 103362
baf   Borrelia afzelii (FLI)
bafz  Borrelia afzelii (Maryland)
bafh  Borreliella afzelii HLJ01
baft  Borreliella afzelii Tom3107
bafe  Borreliella afzelii K78
bbs   Borreliella bissettii
bvt   Borreliella valaisiana
bchi  Borreliella chilensis
bmay  Borreliella mayonii
btu   Borrelia turicatae
bhr   Borrelia hermsii DAH
bhi   Borrelia hermsii CC1
bdu   Borrelia duttonii
bre   Borrelia recurrentis
bcw   Borrelia crocidurae
bmo   Borrelia miyamotoi LB-2001
bmiy  Borrelia miyamotoi CT14D4
bpak  Borrelia parkeri
bane  Borrelia anserina
btur  Borrelia turcica
bmat  Borrelia maritima
bcoi  Borrelia coriaceae
bpur  Borrelia puertoricensis
tpa   Treponema pallidum subsp. pallidum Nichols
tpw   Treponema pallidum subsp. pallidum Nichols
tpp   Treponema pallidum subsp. pallidum SS14
tpu   Treponema pallidum subsp. pallidum DAL-1
tph   Treponema pallidum subsp. pallidum Chicago
tpo   Treponema pallidum subsp. pallidum Mexico A
tpas  Treponema pallidum subsp. pallidum Sea 81-4
tpc   Treponema pallidum subsp. pertenue CDC2
tpg   Treponema pallidum subsp. pertenue Gauthier
tpm   Treponema pallidum subsp. pertenue SamoaD
tpb   Treponema pallidum Fribourg-Blanc
tde   Treponema denticola
tsu   Treponema succinifaciens
tbe   Treponema brennaborense
tpi   Treponema primitia
tpl   Treponema paraluiscuniculi
tped  Treponema pedis
tpk   Treponema putidum
trm   Treponema sp. OMZ 838
tphg  Treponema phagedenis
trz   Treponema vincentii
trc   Treponema rectale
tri   Treponema ruminis
tpav  Treponema parvum
tmed  Treponema medium
tper  Treponema peruense
tsk   Treponema socranskii subsp. buccale
bpaa  Brucepastera parasyntrophica
ssm   Sediminispirochaeta smaragdinae
sta   Spirochaeta thermophila DSM 6192
stq   Spirochaeta thermophila DSM 6578
sfc   Spirochaeta africana
sper  Thiospirochaeta perfilievii
slr   Salinispira pacifica
ock   Oceanispirochaeta crateris
sbu   Sphaerochaeta globosa
scc   Sphaerochaeta coccoides
sgp   Sphaerochaeta pleomorpha
sass  Sphaerochaeta associata
taz   Leadbettera azotonutricia
scd   Gracilinema caldarium
bhc   Breznakiella homolactica
lil   Leptospira interrogans serovar Lai 56601
lie   Leptospira interrogans serovar Lai IPAV
lic   Leptospira interrogans serovar Copenhageni
lis   Leptospira interrogans serovar Linhai
lbj   Leptospira borgpetersenii JB197
lbl   Leptospira borgpetersenii L550
lbi   Leptospira biflexa serovar Patoc Patoc 1 (Paris)
lbf   Leptospira biflexa serovar Patoc Patoc 1 (Ames)
lst   Leptospira santarosai
laj   Leptospira tipperaryensis
lmay  Leptospira mayottensis
lkm   Leptospira kmetyi
lwl   Leptospira weilii
lkb   Leptospira kobayashii
lno   Leptospira noguchii
tpx   Turneriella parva
bhy   Brachyspira hyodysenteriae WA1
bhd   Brachyspira hyodysenteriae ATCC 27164
brm   Brachyspira murdochii
bpo   Brachyspira pilosicoli 95/1000
bpj   Brachyspira pilosicoli B2904
bpip  Brachyspira pilosicoli P43/6/78
bpw   Brachyspira pilosicoli WesB
bip   Brachyspira intermedia
bhp   Brachyspira hampsonii
aba   Candidatus Koribacter versatilis
aca   Acidobacterium capsulatum
acm   Granulicella tundricola
gma   Granulicella mallensis
grw   Granulicella sp. WH15
grb   Granulicella sp. 5B5
tsa   Terriglobus saanensis
trs   Terriglobus roseus
talb  Terriglobus albidus
abas  Acidisarcina polymorpha
eda   Edaphobacter sp. 12200R-103
adin  Alloacidobacterium dinghuense
orp   Occallatibacter riparius
sus   Candidatus Solibacter usitatus
pfer  Paludibaculum fermentans
ctm   Chloracidobacterium thermophilum
cvl   Chloracidobacterium validum
chlo  Chloracidobacterium sp. MS 40/45
abac  Luteitalea pratensis
thyd  Thermotomaculum hydrothermale
scor  Sulfidibacter corallicola
emi   Elusimicrobium minutum
epo   Endomicrobium proavitum
eti   Candidatus Endomicrobium trichonymphae Rs-D17
rsd   Candidatus Endomicrobium trichonymphae Rs-D17
fnu   Fusobacterium nucleatum subsp. nucleatum ATCC 25586
fnc   Fusobacterium nucleatum subsp. vincentii 3_1_36A2
fnt   Fusobacterium nucleatum subsp. vincentii 3_1_27
fus   Fusobacterium nucleatum subsp. animalis 4_8
fne   Fusobacterium nucleatum subsp. animalis 7_1
fhw   Fusobacterium hwasookii
fpd   Fusobacterium pseudoperiodonticum
fva   Fusobacterium varium
ful   Fusobacterium ulcerans
fmo   Fusobacterium mortiferum
fgo   Fusobacterium gonidiaformans
fnf   Fusobacterium necrophorum subsp. funduliforme
fpei  Fusobacterium periodonticum
fci   Fusobacterium canifelinum
ipo   Ilyobacter polytropus
csom  Cetobacterium somerae
lba   Leptotrichia buccalis
leo   Leptotrichia sp. oral taxon 212
lot   Leptotrichia sp. oral taxon 847
leq   Leptotrichia sp. oral taxon 498
lhf   Leptotrichia hofstadii
lsz   Leptotrichia shahii
lhg   Leptotrichia hongkongensis
lte   Leptotrichia trevisanii
lwd   Leptotrichia wadei
lgo   Pseudoleptotrichia goodfellowii
str   Sebaldella termitidis
smf   Streptobacillus moniliformis
sns   Sneathia vaginalis
tai   Thermanaerovibrio acidaminovorans
aco   Aminobacterium colombiense
tli   Thermovirga lienii
amo   Acetomicrobium mobile
sbr   Fretibacterium fastidiosum
cpor  Cloacibacillus porcorum
ppio  Pyramidobacter piscolens
fsu   Fibrobacter succinogenes
fsc   Fibrobacter succinogenes
gau   Gemmatimonas aurantiaca
gph   Gemmatimonas phototrophica
ggr   Gemmatimonas groenlandica
gba   Gemmatirosa kalamazoonensis
bth   Bacteroides thetaiotaomicron VPI-5482
btho  Bacteroides thetaiotaomicron 7330
bfr   Bacteroides fragilis YCH46
bfs   Bacteroides fragilis NCTC 9343
bfg   Bacteroides fragilis 638R
bfb   Bacteroides fragilis BOB25
bhl   Bacteroides helcogenes
bxy   Bacteroides xylanisolvens
boa   Bacteroides ovatus
bcel  Bacteroides cellulosilyticus
bcac  Bacteroides caccae
bcae  Bacteroides caecimuris
bzg   Bacteroides zoogleoformans
bhf   Bacteroides heparinolyticus
bis   Bacteroides intestinalis
bun   Bacteroides uniformis
beg   Bacteroides eggerthii
bste  Bacteroides stercoris
bfe   Bacteroides faecis
bno   Bacteroides nordii
bhum  Bacteroides humanifaecis
bvu   Phocaeicola vulgatus
bsa   Phocaeicola salanitronis
bdo   Phocaeicola dorei HS1_L_1_B_010
bdh   Phocaeicola dorei HS1_L_3_B_079
pcop  Phocaeicola coprophilus
pgi   Porphyromonas gingivalis W83
pgn   Porphyromonas gingivalis ATCC 33277
pgt   Porphyromonas gingivalis TDC60
pah   Porphyromonas asaccharolytica
pcre  Porphyromonas crevioricanis
pcag  Porphyromonas cangingivalis
pend  Porphyromonas endodontalis
psoe  Porphyromonas somerae
pbt   Fermentimonas caenicola
pmuc  Petrimonas mucosa
pet   Petrimonas sp. IBARAKI
psac  Proteiniphilum saccharofermentans
proj  Proteiniphilum sp. JNU-WLY501
dys   Dysgonomonas sp. HDW5A
aps   Candidatus Azobacteroides pseudotrichonymphae
ppn   Paludibacter propionicigenes
pdi   Parabacteroides distasonis
parc  Parabacteroides sp. CT06
pmer  Parabacteroides merdae
pgol  Parabacteroides goldsteinii
pjo   Parabacteroides johnsonii
tfo   Tannerella forsythia
toh   Tannerella serpentiformis
pary  Muribaculum intestinale
dun   Duncaniella sp. B8
bvs   Barnesiella viscericola
copr  Coprobacter secundus subsp. similis
osp   Odoribacter splanchnicus
buy   Butyricimonas faecalis
bvir  Butyricimonas virosa
pru   Prevotella ruminicola
pmz   Prevotella melaninogenica
pdn   Prevotella denticola
pit   Prevotella intermedia
pdt   Prevotella dentalis
pro   Prevotella sp. oral taxon 299
pfus  Prevotella fusca
peo   Prevotella enoeca
pje   Prevotella jejuni
poc   Prevotella oris
pni   Prevotella nigrescens
pmuf  Prevotella multiformis
phis  Prevotella histicola
pcoi  Prevotella copri
pher  Prevotella herbatica
pvf   Prevotella veroralis
pby   Prevotella bryantii
pscj  Prevotella scopos
alq   Pseudoprevotella muciniphila
afd   Alistipes finegoldii
ash   Alistipes shahii
ald   Alistipes sp. dk3624
aok   Alistipes onderdonkii subsp. vulgaris
acou  Alistipes communis
ada   Alistipes dispar
ait   Alistipes indistinctus
aput  Alistipes putredinis
asen  Alistipes senegalensis
aiu   Alistipes ihumii
rbc   Mucinivorans hirudinis
ttz   Tenuifilum thalassicum
blq   Salinivirga cyanobacteriivorans
bacc  Bacteroidales bacterium CF
dori  Draconibacterium orientale
drc   Draconibacterium halophilum
mcos  Maribellus comscasis
asx   Alkalitalea saponilacus
alkq  Alkaliflexus sp. Ai-910
mbas  Labilibaculum antarcticum
sru   Salinibacter ruber DSM 13855
srm   Salinibacter ruber M8
rmr   Rhodothermus marinus DSM 4252
rmg   Rhodothermus marinus SG0.5JP17-172
rbar  Rhodothermaceae bacterium RA
